Month,Day,Time,Miss,Slot,SlotM,Spin,SpinM,Winners,Payout
Mar,4,10:34,True,8,5,1,1,902,1252
Mar,4,10:35,True,1,0,5,5,1267,12018
Mar,4,10:36,True,8,2,2,2,1207,4766
Mar,4,10:37,True,5,2,6,10,1432,20307
Mar,4,10:38,True,8,0,5,5,1336,13219
Mar,4,10:38,True,8,0,2,2,1278,6833
Mar,4,10:39,True,7,3,2,2,1186,5925
Mar,4,10:40,False,1,10,1,10,872,10604
Mar,4,10:41,True,2,0,1,1,889,1578
Mar,4,10:42,True,7,3,1,1,802,1631
Mar,4,10:42,True,7,4,4,30,2069,73713
Mar,4,10:45,True,3,2,1,1,928,3410
Mar,4,10:45,True,2,5,3,2,2128,6096
Mar,4,10:47,True,2,3,1,1,954,3968
Mar,4,10:48,True,8,0,1,1,924,3124
Mar,4,10:48,True,3,7,1,1,902,2988
Mar,4,10:49,True,7,5,1,1,845,3077
Mar,4,10:50,True,2,3,1,1,806,2867
Mar,4,10:52,True,4,5,1,1,738,3322
Mar,4,10:53,True,5,2,2,2,1021,7565
Mar,4,10:54,True,2,7,7,5,2116,38517
Mar,4,10:55,True,3,3,1,1,812,2494
Mar,4,10:56,True,3,2,1,1,866,2878
Mar,4,10:57,True,8,5,5,5,1187,11252
Mar,4,10:58,True,2,15,8,10,2255,64442
Mar,4,11:00,True,7,3,1,1,945,2628
Mar,4,11:01,True,5,3,7,5,2264,54293
Mar,4,11:03,True,8,7,1,1,1078,2900
Mar,4,11:04,True,7,2,8,50,2507,95273
Mar,4,11:06,True,1,2,7,5,2448,42964
Mar,4,11:07,True,1,20,2,2,1574,5666
Mar,4,11:08,False,1,7,1,7,1371,26360
Mar,4,11:09,False,2,0,2,2,1756,5130
Mar,4,11:10,True,5,2,4,50,2903,151926
Mar,4,11:11,True,1,4,7,5,2734,45479
Mar,4,11:13,True,4,4,5,5,1994,14269
Mar,4,11:14,True,2,7,4,20,3081,68567
Mar,4,11:16,True,3,2,2,2,2124,9210
Mar,4,11:17,True,8,3,2,2,2105,7636
Mar,4,11:18,False,6,4,6,40,2532,112874
Mar,4,11:18,True,4,0,5,5,2317,20043
Mar,4,11:19,False,7,7,7,35,3397,744300
Mar,4,11:21,True,1,0,2,2,1841,6947
Mar,4,11:22,True,7,4,2,2,2071,8279
Mar,4,11:23,True,6,2,1,1,1561,7033
Mar,4,11:24,False,1,2,1,2,1589,9657
Mar,4,11:25,True,3,4,1,1,1564,4981
Mar,4,11:25,True,3,3,1,1,1516,4407
Mar,4,11:26,True,8,0,2,2,1849,11199
Mar,4,11:27,True,4,3,5,5,2116,21012
Mar,4,11:28,True,3,7,2,2,1828,10978
Mar,4,11:29,True,4,7,3,9,3316,37017
Mar,4,11:30,True,1,4,5,5,2136,17882
Mar,4,11:31,True,5,2,1,1,1507,6378
Mar,4,11:32,True,1,10,5,5,2107,21012
Mar,4,11:33,True,8,2,6,10,2518,29786
Mar,4,11:34,True,5,2,2,2,2067,10781
Mar,4,11:35,True,8,0,1,1,1491,5648
Mar,4,11:35,True,3,0,2,2,1772,8753
Mar,4,11:36,True,8,2,5,5,1994,15994
Mar,4,11:37,False,1,4,1,4,1248,13773
Mar,4,11:38,True,7,5,2,2,1706,9739
Mar,4,11:39,True,8,7,1,1,1170,2926
Mar,4,11:40,True,4,3,3,25,2822,77611
Mar,4,11:41,True,2,3,1,1,1234,3853
Mar,4,11:42,True,7,5,1,1,1271,3388
Mar,4,11:43,True,8,5,1,1,1204,4284
Mar,4,11:44,True,5,3,1,1,1137,4894
Mar,4,11:44,True,5,0,3,2,2712,7930
Mar,4,11:46,True,7,3,1,1,1055,4119
Mar,4,11:47,True,8,2,3,5,2477,15967
Mar,4,11:48,True,1,0,2,2,1477,9174
Mar,4,11:49,True,8,3,4,7,2825,22267
Mar,4,11:50,True,1,0,6,10,1948,25920
Mar,4,11:51,True,3,0,5,5,1990,19435
Mar,4,11:52,True,1,25,2,2,1710,9918
Mar,4,11:53,False,2,4,2,8,1663,23477
Mar,4,11:54,True,8,2,2,2,1675,6023
Mar,4,11:55,False,6,5,6,50,2010,117533
Mar,4,11:55,True,8,5,1,1,1335,3272
Mar,4,11:56,True,1,5,2,2,1677,7066
Mar,4,11:57,True,8,7,1,1,1329,3807
Mar,4,11:58,True,4,10,1,1,1277,2260
Mar,4,11:59,True,3,0,2,2,1668,7157
Mar,4,11:59,True,4,2,1,1,1172,3708
Mar,4,12:00,True,1,3,6,10,1949,26479
Mar,4,12:01,True,5,3,4,10,3190,34573
Mar,4,12:03,True,2,10,1,1,1293,2970
Mar,4,12:04,True,8,3,5,5,2081,19510
Mar,4,12:05,True,5,2,3,3,3082,11062
Mar,4,12:06,True,2,15,3,2,2879,7813
Mar,4,12:07,True,6,3,1,1,1310,2426
Mar,4,12:08,True,3,0,1,1,1200,2762
Mar,4,12:09,True,8,5,6,10,2008,26416
Mar,4,12:10,True,7,0,1,1,1099,4852
Mar,4,12:10,True,7,0,2,2,1511,9985
Mar,4,12:11,True,8,7,2,2,1421,5124
Mar,4,12:12,True,3,0,1,1,1000,3140
Mar,4,12:13,True,8,2,1,1,937,3648
Mar,4,12:14,True,2,2,5,5,1375,15935
Mar,4,12:15,False,4,5,4,35,2558,88078
Mar,4,12:16,True,2,25,1,1,987,2491
Mar,4,12:17,True,8,2,2,2,1659,7754
Mar,4,12:18,True,7,5,1,1,1136,4561
Mar,4,12:19,True,2,0,5,5,1685,14314
Mar,4,12:19,True,6,3,2,2,1638,8152
Mar,4,12:20,True,2,0,1,1,1098,4624
Mar,4,12:21,True,6,0,1,1,1023,2419
Mar,4,12:22,True,5,2,4,7,2651,21179
Mar,4,12:24,True,7,3,3,9,2519,24166
Mar,4,12:25,False,8,4,8,100,3009,287089
Mar,4,12:27,True,5,2,1,1,1144,4773
Mar,4,12:28,True,8,2,1,1,1260,5214
Mar,4,12:29,False,3,0,3,5,2637,16024
Mar,4,12:30,True,1,2,2,2,1798,12086
Mar,4,12:31,False,2,0,2,2,1753,11564
Mar,4,12:32,True,7,3,2,2,1726,11550
Mar,4,12:33,True,4,5,5,5,1887,22230
Mar,4,12:34,True,8,0,1,1,1248,7833
Mar,4,12:35,True,2,3,1,1,1183,6120
Mar,4,12:36,True,4,3,2,2,1472,8736
Mar,4,12:36,True,4,2,3,4,2597,13859
Mar,4,12:38,True,4,2,5,5,1713,21034
Mar,4,12:39,True,5,2,1,1,1129,5368
Mar,4,12:40,True,8,2,2,2,1470,6953
Mar,4,12:40,True,5,2,2,2,1450,6187
Mar,4,12:41,False,4,4,4,200,2820,559955
Mar,4,12:43,True,8,0,7,5,2522,41208
Mar,4,12:45,True,7,5,1,1,1131,3766
Mar,4,12:46,True,7,5,1,1,1198,2366
Mar,4,12:47,True,6,7,2,2,1651,19432
Mar,4,12:48,True,3,0,7,5,3079,53742
Mar,4,12:49,True,1,0,2,2,1744,17871
Mar,4,12:50,True,8,5,1,1,1360,7653
Mar,4,12:51,True,7,2,2,2,1777,23229
Mar,4,12:52,True,8,5,6,10,2420,44572
Mar,4,12:53,True,8,0,1,1,1319,6979
Mar,4,12:54,True,3,3,1,1,1285,4650
Mar,4,12:54,False,2,2,2,4,1744,13579
Mar,4,12:55,True,7,3,1,1,1243,4235
Mar,4,12:56,True,7,5,1,1,1218,3892
Mar,4,12:57,True,8,3,1,1,1157,3824
Mar,4,12:58,True,3,2,2,2,1570,8220
Mar,4,12:59,True,6,2,1,1,1054,3777
Mar,4,13:00,True,7,0,6,10,2009,16744
Mar,4,13:01,True,2,5,1,1,1152,2483
Mar,4,13:01,True,1,2,2,2,1577,6689
Mar,4,13:02,True,7,0,1,1,1053,2413
Mar,4,13:03,True,8,2,2,2,1373,5467
Mar,4,13:04,True,8,5,2,2,1368,4449
Mar,4,13:05,True,4,0,1,1,1006,2041
Mar,4,13:06,True,3,3,1,1,945,1744
Mar,4,13:07,False,1,3,1,3,932,5286
Mar,4,13:08,True,8,3,1,1,1000,3674
Mar,4,13:09,True,1,3,6,10,1637,26874
Mar,4,13:09,True,5,4,2,2,1348,5213
Mar,4,13:10,True,5,2,3,9,2751,22858
Mar,4,13:12,True,3,5,2,2,1471,5943
Mar,4,13:13,True,3,0,1,1,1120,1928
Mar,4,13:13,True,7,2,5,5,1755,10396
Mar,4,13:14,True,8,2,1,1,1023,1839
Mar,4,13:15,True,8,2,6,10,1793,17232
Mar,4,13:16,True,2,0,5,5,1670,9056
Mar,4,13:17,True,7,4,3,3,2778,11680
Mar,4,13:18,True,1,7,7,5,3167,54697
Mar,4,13:20,True,8,3,2,2,1639,7531
Mar,4,13:21,True,7,15,2,2,1742,11652
Mar,4,13:22,True,4,4,1,1,1253,2762
Mar,4,13:22,True,7,2,1,1,1187,2604
Mar,4,13:23,True,2,5,8,25,3294,107336
Mar,4,13:25,True,8,0,1,1,1170,2685
Mar,4,13:26,True,7,4,2,2,1788,8833
Mar,4,13:27,True,1,3,2,2,1761,8546
Mar,4,13:28,True,6,0,1,1,1242,1836
Mar,4,13:29,True,1,7,5,5,1852,12044
Mar,4,13:30,False,2,0,2,2,1688,10220
Mar,4,13:30,True,8,5,4,20,3367,78220
Mar,4,13:32,True,8,2,3,10,3168,40623
Mar,4,13:34,True,1,10,3,10,3056,40433
Mar,4,13:35,False,2,7,2,14,2133,49347
Mar,4,13:36,False,1,2,1,2,1678,5268
Mar,4,13:37,True,8,2,4,5,3569,18552
Mar,4,13:38,True,4,2,1,1,1574,2691
Mar,4,13:39,True,8,5,1,1,1531,2307
Mar,4,13:40,True,8,2,1,1,1391,2458
Mar,4,13:41,True,4,7,5,5,2016,13032
Mar,4,13:42,True,4,3,2,2,1868,10855
Mar,4,13:43,True,7,3,1,1,1218,1504
Mar,4,13:43,True,2,7,1,1,1090,1744
Mar,4,13:44,True,7,5,3,12,2674,33127
Mar,4,13:46,True,5,0,2,2,1593,8188
Mar,4,13:46,True,4,3,5,5,1734,9765
Mar,4,13:47,False,4,2,4,10,3166,34106
Mar,4,13:49,True,7,15,1,1,1255,2289
Mar,4,13:50,True,2,5,4,10,3327,34837
Mar,4,13:52,True,5,2,7,5,3595,65181
Mar,4,13:53,False,1,4,1,4,1345,8404
Mar,4,13:54,True,8,2,2,2,2041,8045
Mar,4,13:55,True,8,2,1,1,1351,4104
Mar,4,13:56,True,1,4,3,7,3262,21755
Mar,4,13:57,True,7,2,1,1,1345,4251
Mar,4,13:58,True,8,3,5,5,1863,9680
Mar,4,13:59,True,4,3,1,1,1158,4990
Mar,4,14:00,True,2,2,1,1,1067,4571
Mar,4,14:00,True,1,5,3,9,2637,23749
Mar,4,14:02,True,5,0,2,2,1504,6504
Mar,4,14:02,True,3,2,1,1,1020,2416
Mar,4,14:03,True,6,7,1,1,991,2756
Mar,4,14:04,True,7,4,1,1,989,3348
Mar,4,14:05,True,3,5,1,1,938,3256
Mar,4,14:06,True,7,2,1,1,865,3043
Mar,4,14:07,True,2,0,3,4,2382,11919
Mar,4,14:08,True,8,4,7,5,2771,50632
Mar,4,14:10,True,7,5,6,10,1871,24920
Mar,4,14:11,True,5,0,2,2,1557,7345
Mar,4,14:11,True,4,5,5,5,1798,14072
Mar,4,14:12,True,2,7,6,10,1938,21866
Mar,4,14:13,True,6,5,1,1,1226,3258
Mar,4,14:14,True,1,2,3,4,2852,14367
Mar,4,14:15,True,4,2,1,1,1085,2226
Mar,4,14:16,True,8,2,2,2,1526,7186
Mar,4,14:17,True,7,0,1,1,988,1929
Mar,4,14:18,True,1,3,3,9,2336,24297
Mar,4,14:19,True,4,0,5,5,1521,12483
Mar,4,14:20,True,1,5,7,5,2880,55389
Mar,4,14:21,True,4,25,8,15,3106,49135
Mar,4,14:23,True,5,7,1,1,1211,2427
Mar,4,14:24,False,1,2,1,2,1223,3106
Mar,4,14:25,True,7,2,4,15,3176,48194
Mar,4,14:27,True,3,2,2,2,1726,7391
Mar,4,14:27,True,8,2,7,5,3304,58229
Mar,4,14:29,True,2,2,5,5,2122,15129
Mar,4,14:30,True,6,3,1,1,1416,3410
Mar,4,14:31,True,7,2,1,1,1320,3160
Mar,4,14:32,True,8,0,1,1,1194,3098
Mar,4,14:32,False,1,3,1,3,1120,6542
Mar,4,14:33,True,2,4,1,1,1093,3012
Mar,4,14:34,True,8,0,3,7,2746,20185
Mar,4,14:36,True,5,4,2,2,1606,6572
Mar,4,14:36,True,8,7,2,2,1526,6722
Mar,4,14:37,True,5,5,6,10,1953,19700
Mar,4,14:38,True,4,2,3,8,2736,23608
Mar,4,14:40,False,5,2,5,10,1931,16354
Mar,4,14:41,False,7,0,7,5,3263,57436
Mar,4,14:42,True,8,2,1,1,1361,3977
Mar,4,14:43,True,7,0,3,15,3010,43440
Mar,4,14:44,True,8,0,1,1,1335,3828
Mar,4,14:45,True,7,3,1,1,1268,3195
Mar,4,14:46,True,2,5,6,10,2222,17621
Mar,4,14:47,True,1,0,2,2,1909,6051
Mar,4,14:48,True,7,2,2,2,1726,5921
Mar,4,14:49,True,3,2,1,1,1168,3599
Mar,4,14:50,True,5,0,1,1,1105,3324
Mar,4,14:51,True,4,3,2,2,1251,4732
Mar,4,14:52,True,7,0,5,5,1583,7506
Mar,4,14:53,True,2,2,1,1,921,2058
Mar,4,14:54,True,5,4,1,1,913,1511
Mar,4,14:54,True,7,0,6,10,1594,12973
Mar,4,14:55,True,7,7,1,1,892,2321
Mar,4,14:56,True,4,0,2,2,1208,4061
Mar,4,14:57,True,7,5,5,5,1395,6330
Mar,4,14:58,True,8,2,2,2,1217,4221
Mar,4,14:59,True,3,3,6,10,1621,13343
Mar,4,15:00,True,4,0,5,5,1530,5997
Mar,4,15:01,True,7,2,4,15,2974,48686
Mar,4,15:02,True,5,4,2,2,1478,5187
Mar,4,15:03,True,3,3,6,10,2014,15917
Mar,4,15:04,True,5,0,1,1,1175,2240
Mar,4,15:05,True,7,3,1,1,1115,1735
Mar,4,15:06,True,2,0,1,1,975,2119
Mar,4,15:07,True,8,0,2,2,1187,4126
Mar,4,15:08,True,4,0,5,5,1461,6917
Mar,4,15:09,True,4,2,1,1,813,1178
Mar,4,15:10,True,6,3,5,5,1231,5463
Mar,4,15:11,True,2,0,1,1,780,928
Mar,4,15:11,True,4,0,2,2,1024,3571
Mar,4,15:12,True,4,3,1,1,706,977
Mar,4,15:13,True,3,0,8,15,2501,40550
Mar,4,15:15,True,1,2,8,25,2376,72103
Mar,4,15:18,True,5,3,2,2,1366,4912
Mar,4,15:19,True,8,0,5,5,1714,12551
Mar,4,15:20,True,4,4,1,1,1093,2707
Mar,4,15:20,True,5,3,2,2,1388,5036
Mar,4,15:21,True,3,4,2,2,1388,4957
Mar,4,15:22,True,2,2,6,10,1810,23347
Mar,4,15:23,True,2,2,3,2,2675,8372
Mar,4,15:24,True,3,0,2,2,1382,7449
Mar,4,15:25,True,8,15,2,2,1328,6880
Mar,4,15:26,True,8,3,2,2,1334,5564
Mar,4,15:27,True,7,2,1,1,947,1547
Mar,4,15:28,False,2,3,2,6,1086,9449
Mar,4,15:29,True,3,2,2,2,1237,5061
Mar,4,15:29,True,8,0,7,5,2626,70620
Mar,4,15:31,True,1,10,6,10,0,0
Mar,4,15:32,True,8,2,6,10,1849,21795
Mar,4,15:33,True,3,2,2,2,1623,6264
Mar,4,15:34,True,4,5,5,5,1832,14104
Mar,4,15:34,True,1,2,5,5,1790,15560
Mar,4,15:35,True,3,4,8,20,2835,197750
Mar,4,15:38,True,8,3,1,1,1118,2811
Mar,4,15:39,True,7,5,2,2,1617,5090
Mar,4,15:40,True,4,0,1,1,1139,1775
Mar,4,15:41,True,3,5,2,2,1562,4628
Mar,4,15:42,True,6,7,1,1,1050,1297
Mar,4,15:42,True,5,2,2,2,1499,5172
Mar,4,15:43,False,1,0,1,1,1020,1649
Mar,4,15:44,True,2,2,3,15,2438,28904
Mar,4,15:45,True,1,3,6,10,1868,13528
Mar,4,15:46,True,2,4,3,7,2534,19133
Mar,4,15:47,True,1,10,2,2,1690,5266
Mar,4,15:48,True,3,0,5,5,1894,15412
Mar,4,15:49,True,5,3,1,1,1212,2334
Mar,4,15:50,True,8,2,2,2,1600,6830
Mar,4,15:51,True,8,5,6,10,1891,19457
Mar,4,15:52,True,7,4,2,2,1567,6860
Mar,4,15:52,True,6,2,4,20,3086,63367
Mar,4,15:54,True,5,3,6,10,2166,21430
Mar,4,15:55,True,6,0,2,2,1859,6709
Mar,4,15:56,True,3,4,2,2,1733,6633
Mar,4,15:57,True,3,0,1,1,1214,2807
Mar,4,15:57,True,8,2,6,10,2031,22614
Mar,4,15:58,True,1,10,6,10,2045,21643
Mar,4,15:59,False,1,0,1,1,1230,1791
Mar,4,16:00,True,7,0,2,2,1632,6427
Mar,4,16:01,True,7,0,3,15,2832,46300
Mar,4,16:02,True,6,2,2,2,1694,6143
Mar,4,16:03,True,6,0,5,5,2058,15264
Mar,4,16:04,False,3,5,3,25,2853,65404
Mar,4,16:05,True,2,4,5,5,2119,16539
Mar,4,16:06,True,7,3,1,1,1330,3031
Mar,4,16:07,True,7,0,1,1,1217,2246
Mar,4,16:07,True,8,4,1,1,1166,3437
Mar,4,16:08,True,7,3,2,2,1691,7931
Mar,4,16:09,True,5,0,3,25,2950,69694
Mar,4,16:10,True,8,3,6,10,2335,29904
Mar,4,16:11,True,4,3,5,5,2182,13975
Mar,4,16:12,True,6,4,8,25,3528,84728
Mar,4,16:14,True,3,2,1,1,1305,2625
Mar,4,16:15,True,5,3,2,2,1974,8355
Mar,4,16:16,False,5,3,5,15,2284,43225
Mar,4,16:17,True,5,3,1,1,1368,2249
Mar,4,16:18,True,8,7,2,2,2070,9103
Mar,4,16:19,True,7,5,5,5,2335,16029
Mar,4,16:19,True,5,2,1,1,1348,2270
Mar,4,16:20,True,4,3,6,10,2707,29090
Mar,4,16:21,True,8,2,1,1,1288,2480
Mar,4,16:22,True,7,2,2,2,1906,8085
Mar,4,16:23,True,4,2,2,2,1786,7228
Mar,4,16:24,True,7,5,5,5,2176,14220
Mar,4,16:24,True,7,0,5,5,2119,14467
Mar,4,16:25,False,5,20,5,100,2014,235876
Mar,4,16:26,True,5,0,2,2,1631,6114
Mar,4,16:27,True,6,3,1,1,1192,3115
Mar,4,16:28,True,5,0,1,1,1189,2262
Mar,4,16:29,False,2,2,2,4,1678,9290
Mar,4,16:30,True,8,3,1,1,1212,1609
Mar,4,16:31,True,2,0,5,5,2036,10335
Mar,4,16:31,True,4,7,2,2,1753,8933
Mar,4,16:32,True,6,0,2,2,1690,6050
Mar,4,16:33,True,3,0,1,1,1169,2374
Mar,4,16:34,True,2,3,1,1,1077,1899
Mar,4,16:35,True,2,3,1,1,1003,1465
Mar,4,16:36,True,5,5,1,1,974,1559
Mar,4,16:37,True,5,2,7,5,3007,52580
Mar,4,16:39,True,1,0,2,2,1459,5290
Mar,4,16:40,True,5,2,6,10,2335,22727
Mar,4,16:41,True,6,0,1,1,1160,1430
Mar,4,16:42,True,8,2,4,25,3381,87688
Mar,4,16:43,True,8,5,2,2,1777,9507
Mar,4,16:44,True,8,2,5,5,2479,14221
Mar,4,16:45,True,5,3,2,2,1914,8396
Mar,4,16:46,False,1,2,1,2,1351,3728
Mar,4,16:47,True,1,5,6,10,2495,25218
Mar,4,16:48,True,6,5,4,25,3619,83233
Mar,4,16:50,False,1,0,1,1,1374,2874
Mar,4,16:50,True,5,7,1,1,1403,3125
Mar,4,16:51,False,5,0,5,5,2595,12302
Mar,4,16:52,True,5,2,1,1,1336,2720
Mar,4,16:53,True,8,2,1,1,1266,2527
Mar,4,16:54,True,7,15,3,25,3409,82863
Mar,4,16:56,False,2,3,2,6,1986,20348
Mar,4,16:57,False,4,2,4,14,3834,48910
Mar,4,16:58,True,1,3,4,40,3858,176654
Mar,4,17:00,True,4,2,2,2,2371,11065
Mar,4,17:01,True,4,3,2,2,2340,12378
Mar,4,17:02,True,2,4,1,1,1713,3742
Mar,4,17:03,True,4,3,5,5,2842,21928
Mar,4,17:04,True,3,2,1,1,1591,3779
Mar,4,17:05,True,3,0,4,7,4075,40730
Mar,4,17:06,True,7,5,3,10,3929,47946
Mar,4,17:08,False,2,10,2,20,2395,96176
Mar,4,17:09,True,3,0,4,3,4287,21355
Mar,4,17:10,True,2,3,5,5,2999,20246
Mar,4,17:11,True,8,2,1,1,1862,3514
Mar,4,17:12,True,4,5,1,1,1748,4290
Mar,4,17:13,True,8,7,2,2,2432,8701
Mar,4,17:14,True,4,3,3,3,4172,13602
Mar,4,17:15,True,5,0,7,5,4493,84927
Mar,4,17:17,True,4,0,2,2,2431,11971
Mar,4,17:18,True,8,3,2,2,2400,18002
Mar,4,17:19,True,4,2,7,5,4358,72059
Mar,4,17:21,True,7,0,2,2,2404,8809
Mar,4,17:22,True,8,2,2,2,2513,8850
Mar,4,17:23,True,3,5,2,2,2441,10192
Mar,4,17:23,True,4,0,1,1,1618,2745
Mar,4,17:24,True,4,4,2,2,2054,9041
Mar,4,17:25,True,8,5,1,1,1336,2219
Mar,4,17:26,True,4,10,3,12,3941,45899
Mar,4,17:27,True,5,0,1,1,1342,1855
Mar,4,17:28,False,3,3,3,9,3746,32043
Mar,4,17:29,True,5,3,1,1,1438,2221
Mar,4,17:30,True,5,2,1,1,1315,2090
Mar,4,17:31,False,3,4,3,12,3631,41391
Mar,4,17:32,True,1,2,3,2,3761,9365
Mar,4,17:34,True,6,10,5,5,2529,14259
Mar,4,17:35,False,2,10,2,20,2209,46606
Mar,4,17:35,True,4,2,2,2,2340,7281
Mar,4,17:36,True,7,10,2,2,2244,6904
Mar,4,17:37,True,2,0,1,1,1510,3313
Mar,4,17:38,True,8,5,1,1,1409,2310
Mar,4,17:39,True,4,5,7,5,4183,82852
Mar,4,17:41,True,1,3,3,10,3908,34991
Mar,4,17:42,True,8,2,1,1,1586,2315
Mar,4,17:43,True,7,7,2,2,2198,7062
Mar,4,17:44,True,4,10,1,1,1408,2692
Mar,4,17:45,True,8,5,2,2,2028,6418
Mar,4,17:45,True,3,0,2,2,1935,7045
Mar,4,17:46,True,2,4,1,1,1216,2172
Mar,4,17:47,True,2,3,6,10,2248,28414
Mar,4,17:48,True,4,0,5,5,2332,14136
Mar,4,17:49,True,7,10,2,2,1988,7401
Mar,4,17:50,True,1,3,2,2,1892,6935
Mar,4,17:50,False,1,0,1,1,1150,2187
Mar,4,17:51,True,5,3,1,1,1080,1973
Mar,4,17:52,True,1,2,2,2,1589,6774
Mar,4,17:53,True,4,0,1,1,966,1983
Mar,4,17:54,True,5,0,1,1,931,2384
Mar,4,17:55,True,5,2,8,100,3294,293717
Mar,4,17:57,True,5,2,2,2,1528,6555
Mar,4,17:58,True,3,3,2,2,1778,8163
Mar,4,17:59,True,4,3,2,2,1758,7325
Mar,4,18:00,True,6,2,7,5,3560,65187
Mar,4,18:02,True,2,0,6,10,2354,39210
Mar,4,18:02,True,3,0,5,5,2516,19777
Mar,4,18:03,True,3,0,1,1,1446,9452
Mar,4,18:04,True,1,0,2,2,2096,8901
Mar,4,18:05,True,8,4,1,1,1248,2204
Mar,4,18:06,True,1,4,5,5,1943,11790
Mar,4,18:07,True,6,2,2,2,1780,9161
Mar,4,18:08,True,4,2,1,1,1053,2076
Mar,4,18:08,True,6,3,5,5,1674,9117
Mar,4,18:09,True,3,4,1,1,1022,1793
Mar,4,18:10,True,8,0,1,1,947,1784
Mar,4,18:11,True,8,3,1,1,925,1887
Mar,4,18:12,True,4,0,3,2,2906,9886
Mar,4,18:13,True,4,5,1,1,842,2491
Mar,4,18:14,True,2,3,5,5,1419,9258
Mar,4,18:15,True,1,4,2,2,1425,8169
Mar,4,18:15,True,1,0,2,2,1350,8146
Mar,4,18:16,True,6,4,1,1,870,1671
Mar,4,18:17,True,5,2,2,2,1195,6289
Mar,4,18:18,True,7,3,1,1,761,1863
Mar,4,18:19,True,8,3,6,10,1574,17903
Mar,4,18:20,False,2,7,2,14,1255,30226
Mar,4,18:21,True,8,3,1,1,951,2012
Mar,4,18:21,True,3,4,5,5,1602,10353
Mar,4,18:22,True,5,3,2,2,1474,7577
Mar,4,18:23,True,5,2,1,1,934,1830
Mar,4,18:24,True,8,3,2,2,1368,7961
Mar,4,18:25,True,1,7,2,2,1320,6787
Mar,4,18:26,False,1,0,1,1,900,1281
Mar,4,18:27,True,2,5,1,1,827,1403
Mar,4,18:27,True,5,7,2,2,1291,6527
Mar,4,18:28,True,3,5,1,1,807,1153
Mar,4,18:29,True,3,3,5,5,1318,14213
Mar,4,18:30,True,8,0,5,5,1387,14423
Mar,4,18:31,True,5,3,7,5,2852,68851
Mar,4,18:33,True,6,3,7,5,2876,75481
Mar,4,18:34,False,1,10,1,10,1116,8384
Mar,4,18:35,True,1,0,5,5,1942,17341
Mar,4,18:36,True,6,3,1,1,1252,1638
Mar,4,18:37,True,7,25,1,1,1210,1726
Mar,4,18:38,True,3,0,1,1,1191,2118
Mar,4,18:39,True,4,5,1,1,1095,1978
Mar,4,18:40,True,4,2,1,1,1061,2200
Mar,4,18:41,True,4,3,3,5,2909,20560
Mar,4,18:42,True,4,3,2,2,1529,9131
Mar,4,18:43,True,2,2,7,5,3135,63227
Mar,4,18:45,False,1,2,1,2,1074,2345
Mar,4,18:46,True,4,0,2,2,1609,10176
Mar,4,18:46,True,4,5,5,5,1764,17711
Mar,4,18:47,True,6,4,1,1,1091,1756
Mar,4,18:48,True,6,2,2,2,1522,14385
Mar,4,18:49,True,2,3,1,1,1034,1955
Mar,4,18:50,True,2,10,5,5,1442,8168
Mar,4,18:51,True,2,5,3,2,2711,8785
Mar,4,18:52,True,5,2,2,2,1455,7510
Mar,4,18:53,True,4,0,5,5,1537,12625
Mar,4,18:54,True,5,7,6,10,1924,37249
Mar,4,18:55,True,7,5,1,1,1016,1699
Mar,4,18:56,True,2,3,1,1,929,1487
Mar,4,18:57,True,5,7,2,2,1353,7189
Mar,4,18:58,True,3,0,7,5,2828,53209
Mar,4,19:00,True,2,2,1,1,925,1826
Mar,4,19:01,True,7,3,2,2,1507,9418
Mar,4,19:01,True,8,3,2,2,1465,10300
Mar,4,19:02,False,1,15,1,15,944,15303
Mar,4,19:03,True,5,5,6,10,1789,24106
Mar,4,19:04,True,7,3,1,1,1110,1914
Mar,4,19:05,True,1,20,2,2,1583,6912
Mar,4,19:06,True,6,7,7,5,3043,63195
Mar,4,19:08,False,7,4,7,20,2911,232503
Mar,4,19:10,False,8,2,8,50,3378,262264
Mar,4,19:13,False,5,5,5,25,2243,68496
Mar,4,19:14,True,7,2,2,2,2379,11384
Mar,4,19:14,True,4,2,3,100,3540,408188
Mar,4,19:16,True,5,4,1,1,1651,3860
Mar,4,19:17,True,8,2,1,1,1716,3650
Mar,4,19:18,False,5,2,5,10,2565,35872
Mar,4,19:19,True,5,0,1,1,1731,3927
Mar,4,19:20,True,6,2,3,12,3706,52890
Mar,4,19:21,True,2,3,1,1,1720,3067
Mar,4,19:22,True,2,3,1,1,1735,3463
Mar,4,19:22,True,8,4,1,1,1658,4157
Mar,4,19:23,False,6,0,6,10,2852,31796
Mar,4,19:24,True,8,4,3,4,3889,19431
Mar,4,19:26,True,2,3,1,1,1698,3840
Mar,4,19:26,False,7,15,7,75,4095,919424
Mar,4,19:28,True,1,0,5,5,2236,16192
Mar,4,19:29,False,1,2,1,2,1690,6651
Mar,4,19:30,True,2,4,1,1,1695,3735
Mar,4,19:31,True,4,5,3,15,3870,63404
Mar,4,19:32,True,8,2,2,2,2474,16874
Mar,4,19:33,True,7,2,1,1,1768,3974
Mar,4,19:34,True,3,0,7,5,4576,76474
Mar,4,19:36,True,5,3,1,1,1841,3958
Mar,4,19:37,True,2,0,1,1,1895,4057
Mar,4,19:38,True,2,4,6,10,3352,38684
